,id,en,de,es,fr,count,en_negated,de_negated,fr_negated,es_negated
748,P1038,relative,Verwandte,pariente,parentèle,51652,not relative,nicht Verwandte,ne pas parentèle,no pariente
749,P197,adjacent station,benachbarte Station,estación adyacente,gare voisine,207794,not adjacent station,nicht benachbarte Station,ne pas gare voisine,no estación adyacente
750,P833,interchange station,Umsteigebahnhof,estación de intercambio,pôle d'échanges,3568,not interchange station,nicht Umsteigebahnhof,ne pas pôle d'échanges,no estación de intercambio
751,P2789,connects with,physisch verbunden mit,se conecta con,se connecte avec,182527,not connects with,nicht physisch verbunden mit,ne pas se connecte avec,no se conecta con
752,P3342,significant person,relevante Person,persona relevante,personne clé,15016,not significant person,nicht relevante Person,ne pas personne clé,no persona relevante
753,P1327,partner in business or sport,Berufs- oder Sportpartner,en conjunto con,partenaire professionnel ou sportif,17399,not partner in business or sport,nicht Berufs- oder Sportpartner,ne pas partenaire professionnel ou sportif,no en conjunto con
754,P399,companion of,Begleiter,compañero de,compagnon de,4476,not companion of,nicht Begleiter,ne pas compagnon de,no compañero de
755,P1420,taxon synonym,taxonomische Synonyme,sinónimo taxonómico,synonyme taxinomique,21321,not taxon synonym,nicht taxonomische Synonyme,ne pas synonyme taxinomique,no sinónimo taxonómico
756,P129,physically interacts with,interagiert physikalisch mit,interactúa físicamente con,interagit physiquement avec,9480,not physically interacts with,nicht interagiert physikalisch mit,ne pas interagit physiquement avec,no interactúa físicamente con
757,P1322,dual to,dual zu,dual de,dual de,351,not dual to,nicht dual zu,ne pas dual de,no dual de
758,P2375,has superpartner,hat Superpartner,tiene como s-partícula,a comme superpartenaire,20,not has superpartner,nicht hat Superpartner,ne pas a comme superpartenaire,no tiene como s-partícula
759,P8702,parallel street,Parallelstraße,calle paralela,rue parallèle,54,not parallel street,nicht Parallelstraße,ne pas rue parallèle,no calle paralela
760,P1639,pendant of,Pendant,pendant de,pendant de,2235,not pendant of,nicht Pendant,ne pas pendant de,no pendant de
761,P3032,adjacent building,Nachbargebäude,edificio adyacente,bâtiment adjacent,5173,not adjacent building,nicht Nachbargebäude,ne pas bâtiment adjacent,no edificio adyacente
762,P6185,tautomer of,Tautomer von,tautómero de,tautomère de,1059,not tautomer of,nicht Tautomer von,ne pas tautomère de,no tautómero de
763,P3179,territory overlaps,Territorium überschneidet sich mit,solapamiento territorial,recouvrement territorial,8207,not territory overlaps,nicht Territorium überschneidet sich mit,ne pas recouvrement territorial,no solapamiento territorial
764,P144,based on,basiert auf,basado en,basé sur,51986,not based on,nicht basiert auf,ne pas basé sur,no basado en
765,P737,influenced by,beeinflusst von,influenciado por,influencé par,18452,not influenced by,nicht beeinflusst von,ne pas influencé par,no influenciado por
766,P2444,homoglyph,Homoglyph,homoglifo,homoglyphe,1751,not homoglyph,nicht Homoglyph,ne pas homoglyphe,no homoglifo
767,P8865,mathematical inverse,mathematische Umkehroperation,inverso matemático,inverse mathématique,84,not mathematical inverse,nicht mathematische Umkehroperation,ne pas inverse mathématique,no inverso matemático
768,P2329,antagonist muscle,antagonistischer Muskel,músculo antagonista,muscle antagoniste,101,not antagonist muscle,nicht antagonistischer Muskel,ne pas muscle antagoniste,no músculo antagonista
769,P684,ortholog,ortholog,ortólogo,gène orthologue,4320867,not ortholog,nicht ortholog,ne pas gène orthologue,no ortólogo
770,P2652,partnership with,Geschäftsbeziehung zu,en sociedad con,en partenariat avec,3272,not partnership with,nicht Geschäftsbeziehung zu,ne pas en partenariat avec,no en sociedad con
771,P3364,stereoisomer of,Stereoisomer von,estereoisómero de,stéréoisomère de,2013,not stereoisomer of,nicht Stereoisomer von,ne pas stéréoisomère de,no estereoisómero de
772,P53,family,Familie,familia,famille,89007,not family,nicht Familie,ne pas famille,no familia
773,P1416,affiliation,Zugehörigkeit zu,afiliación,affilié à,86502,not affiliation,nicht Zugehörigkeit zu,ne pas affilié à,no afiliación
774,P3113,does not have part,enthält nicht,no contiene,ne comprend pas,488,not does not have part,nicht enthält nicht,ne pas ne comprend pas,no no contiene
775,P514,interleaves with,verzahnt mit,intercalada con,s'imbrique avec,31,not interleaves with,nicht verzahnt mit,ne pas s'imbrique avec,no intercalada con
776,P2860,cites work,zitiert,referencia,cite le document,285110038,not cites work,nicht zitiert,ne pas cite le document,no referencia
777,P8956,compatible with,kompatibel mit,compatible con,compatible avec,213,not compatible with,nicht kompatibel mit,ne pas compatible avec,no compatible con
778,P807,separated from,abgetrennt von,separado de,séparé de,2292,not separated from,nicht abgetrennt von,ne pas séparé de,no separado de
779,P1557,manifestation of,Manifestation von,manifestación de,manifestation de,2107,not manifestation of,nicht Manifestation von,ne pas manifestation de,no manifestación de
780,P2210,relative to,Bezugspunkt,relativo a,relatif à,48,not relative to,nicht Bezugspunkt,ne pas relatif à,no relativo a
781,P4675,appears in the form of,angenommene Gestalt,aparece bajo la forma de,se métamorphose en,373,not appears in the form of,nicht angenommene Gestalt,ne pas se métamorphose en,no aparece bajo la forma de
782,P6477,does not have quality,Mangel an,no tiene la cualidad,caractérisé par l'absence de,339,not does not have quality,nicht Mangel an,ne pas caractérisé par l'absence de,no no tiene la cualidad
783,P2650,interested in,interessiert an,interesado en,intéressé par,14871,not interested in,nicht interessiert an,ne pas intéressé par,no interesado en
784,P547,commemorates,erinnert an,conmemora,commémore,24672,not commemorates,nicht erinnert an,ne pas commémore,no conmemora
785,P5004,in opposition to,in Opposition zu,en oposición a,en opposition à,401,not in opposition to,nicht in Opposition zu,ne pas en opposition à,no en oposición a
786,P1268,represents,repräsentiert,representa,représente,5370,not represents,nicht repräsentiert,ne pas représente,no representa
787,P825,dedicated to,Widmung an,dedicado a,dédicataire,50233,not dedicated to,nicht Widmung an,ne pas dédicataire,no dedicado a
788,P7719,generalization of,impliziert,implica,généralisation de,37,not generalization of,nicht impliziert,ne pas généralisation de,no implica
789,P31,instance of,ist ein(e),instancia de,nature de l'élément,102954591,not instance of,nicht ist ein(e),ne pas nature de l'élément,no instancia de
790,P1441,present in work,kommt vor in,presente en la obra,présent dans l'œuvre,126014,not present in work,nicht kommt vor in,ne pas présent dans l'œuvre,no presente en la obra
791,P828,has cause,Ursache,causado por,a pour cause,9219,not has cause,nicht Ursache,ne pas a pour cause,no causado por
792,P1542,has effect,Ursache von,causa de,a pour effet,5673,not has effect,nicht Ursache von,ne pas a pour effet,no causa de
793,P2737,union of,Vereinigung von,unión de,union de,375,not union of,nicht Vereinigung von,ne pas union de,no unión de
